,A,B,C,Y
14735,0.4934195,1.3439354,0.2079703,-1.3618588
14736,2.299317,0.19377841,-4.9555416,-0.042138256
14737,3.9783697,0.31984106,4.7018995,-0.040197503
14738,3.5693357,2.037838,1.562202,-0.28546458
14739,2.4460838,4.5691557,-3.2416937,-0.93397367
14740,1.9658519,1.3581672,2.8580961,-0.34543985
14741,4.8215733,4.0530486,1.9611422,-0.42030355
14742,2.326443,-0.36881712,-0.8726102,0.07926632
14743,4.049571,1.731506,-2.460527,-0.2137888
14744,2.3721843,0.46654788,0.66331434,-0.09833719
14745,1.9652052,-2.1967854,-3.4238265,0.55892015
14746,1.382602,-2.8376303,-4.205605,1.0261921
14747,3.4355364,-0.1119142,2.3615758,0.016287733
14748,2.9195116,-4.616845,0.15384364,0.790688
14749,4.302586,-0.14508837,0.36910054,0.016860602
14750,0.17984974,4.902011,-2.271656,-13.628072
14751,1.4639482,1.4807615,0.054602113,-0.50574243
14752,0.6163223,4.8189664,-2.2945886,-3.9094534
14753,3.0639794,-4.5059786,1.9794738,0.7353148
14754,2.5651462,-1.579821,-3.5493836,0.30793977
14755,4.2168617,2.1068082,0.990467,-0.2498076
14756,3.531796,1.190149,-3.447966,-0.16849062
14757,4.7199225,-4.3412085,-1.9115435,0.4598813
14758,0.9990771,-1.8772596,-0.879045,0.9394969
14759,0.47596282,-0.8946027,3.1694417,0.93978214
14760,3.058378,0.30505967,4.3512874,-0.049872786
14761,0.7149683,-0.967752,1.0961454,0.6767796
14762,2.9161983,-3.1271703,1.4929117,0.53617245
14763,0.8887678,-4.8781633,3.5311298,2.7443407
14764,4.421905,4.6106515,-3.0355072,-0.5213423
14765,1.7629745,-0.84744143,4.9557743,0.24034421
14766,3.1154175,-0.54377633,3.6400137,0.087271824
14767,0.21875626,-0.5975462,-4.3897114,1.3657808
14768,1.7130132,-3.8447533,1.8460138,1.1222194
14769,1.4535863,4.6736617,-2.179228,-1.6076312
14770,0.062212873,4.4548674,0.38054928,-35.80342
14771,4.4155173,3.7083404,1.5657375,-0.4199214
14772,4.2581506,4.762779,-1.0614473,-0.5592544
14773,2.899866,2.3192496,0.51109535,-0.39988908
14774,4.6919365,-3.3446887,2.395446,0.35642946
14775,3.4690955,0.3433858,-0.42209795,-0.049492124
14776,3.8359184,-2.472169,-3.4989216,0.3222395
14777,0.69299144,2.18564,0.55333763,-1.5769603
14778,4.8181934,-3.2189386,-4.7348185,0.33404002
14779,2.5882106,-1.3772848,4.5928426,0.2660689
14780,2.013815,-4.6735315,-3.030857,1.1603676
14781,3.5418425,-1.9007801,0.1469644,0.2683321
14782,3.404849,4.548249,-3.2293584,-0.66790754
14783,3.8946838,2.0464206,-3.114673,-0.26271975
14784,0.89368886,-3.5361178,1.1875187,1.978383
14785,4.5718207,-4.650515,-3.345941,0.5086065
14786,3.07566,-4.7327547,-4.93173,0.7693885
14787,2.211886,3.9529843,-2.4578483,-0.8935778
14788,0.8434048,-2.4828973,4.863092,1.4719487
14789,2.0347915,0.13200158,1.0930101,-0.032436144
14790,0.85172784,-2.4151387,-2.5177438,1.4177878
14791,1.1899551,-1.5228664,-0.19444898,0.639884
14792,3.4973571,2.8475122,4.968403,-0.40709487
14793,2.540468,4.758307,2.524958,-0.9365021
14794,3.190253,3.7347782,3.902998,-0.585342
14795,1.6842263,4.6153197,3.3888526,-1.3701601
14796,0.76844484,0.2683667,-1.1201364,-0.17461675
14797,0.08488663,1.433589,-4.4512706,-8.444139
14798,3.1166177,-4.8343062,-3.8757672,0.7755694
14799,4.8649435,2.1127427,-2.1680632,-0.21713947
14800,1.371043,0.82707065,-4.030074,-0.301621
14801,1.3357092,0.36781797,-0.0711548,-0.13768639
14802,3.220782,-1.1542268,-1.5973876,0.17918426
14803,4.9999943,-4.6233172,4.440887,0.46233228
14804,2.6958601,-3.9114053,-0.15926827,0.72544664
14805,0.29233488,2.2298818,-3.0491755,-3.8139167
14806,1.7380803,0.16419385,-4.8475137,-0.047234256
14807,1.9876654,-3.3152497,-4.4175014,0.83395565
14808,1.286951,-4.387108,1.1638732,1.7044582
14809,1.5064937,3.9162493,4.0812564,-1.2997895
14810,4.9541063,4.2068515,3.3151658,-0.42458227
14811,1.4371266,1.2052624,-4.350927,-0.41933063
14812,2.5106401,-3.5849795,-1.0216134,0.71395725
14813,2.82683,-0.7065618,-2.997286,0.12497423
14814,4.045701,-4.2366896,-3.6929743,0.5236039
14815,3.797475,-2.2290065,-0.87850636,0.29348534
14816,4.7574673,-3.6683524,-4.4903893,0.38553628
14817,2.156217,0.8488768,4.1458044,-0.19684398
14818,3.8135872,0.8965743,3.2116907,-0.11754999
14819,3.7609086,-4.4717846,-1.6805812,0.5945085
14820,4.269797,-1.4185853,-3.2551572,0.16611858
14821,0.04971974,4.876753,-4.8313084,-49.04242
14822,4.092509,-3.4665864,-2.5501177,0.42352825
14823,0.9020618,2.1545794,2.6320956,-1.1942527
14824,4.3045506,-4.9812717,-1.3513949,0.5786053
14825,1.0201231,0.6667844,2.6278374,-0.32681566
14826,1.0450886,1.2414905,-0.04921068,-0.5939642
14827,2.7027638,2.5424771,-4.3028812,-0.47034764
14828,3.6376367,1.1142246,1.1552306,-0.15315227
14829,4.8748393,3.3464866,4.0326967,-0.3432407
14830,4.3306227,-4.286313,2.1742163,0.4948842
14831,0.46842048,3.1159453,1.0645171,-3.326013
14832,2.72419,2.9209883,-4.740252,-0.53612053
14833,0.69685656,-2.1675224,2.0895407,1.5552143
14834,2.4895737,-2.5390015,4.6809406,0.5099269
14835,2.0644453,1.4966425,-1.2684104,-0.36248052
14836,1.8516088,-1.2759857,-0.6149331,0.34456134
14837,0.04652031,0.448374,2.7134726,-4.819121
14838,0.54515964,-1.4856019,-3.5721552,1.3625385
14839,4.417251,0.97565836,4.4893785,-0.11043728
14840,3.5507507,0.35269883,-3.8117456,-0.049665388
14841,4.801646,-2.3951015,2.4554691,0.2494042
14842,2.6479776,-3.989195,-2.0772197,0.75325316
14843,2.4557812,-2.4589255,-3.1079438,0.5006402
14844,2.2621539,-2.9816916,-3.3946846,0.6590382
14845,4.956013,-4.9086156,-1.5453683,0.49521822
14846,3.4025822,2.5493572,-0.8413827,-0.37462097
14847,3.261339,-4.792271,-1.4870911,0.73470914
14848,0.15101224,-1.4845804,-4.6403008,4.9154305
14849,1.3782177,0.82324433,1.4802994,-0.29866266
14850,2.7365642,-0.3383007,1.052856,0.061811216
14851,2.2483153,2.8088908,-4.928939,-0.6246657
14852,2.341875,-3.4306238,1.151664,0.73245233
14853,1.5315905,3.6351473,-2.9308448,-1.186723
14854,2.234066,1.1218383,2.7506955,-0.25107545
14855,3.2508917,-4.7074413,3.8197064,0.72402304
14856,0.49924543,-4.0685635,2.6720188,4.0747128
14857,2.583083,-4.7240305,4.039206,0.91441715
14858,0.16789412,-4.5701456,-4.976825,13.610201
14859,4.3512783,-2.7668133,3.0079942,0.3179311
14860,1.6328584,0.1558612,-2.0733106,-0.047726493
14861,1.40355,-4.8327937,-0.7686698,1.7216322
14862,4.7229505,4.627664,1.9622878,-0.48991242
14863,2.7992814,3.9640574,1.1929506,-0.7080491
14864,2.4623632,-1.6435468,-0.9754173,0.33373362
14865,4.0570583,-1.6460642,4.6820364,0.20286424
14866,0.86129594,3.2513719,-3.7815075,-1.8874882
14867,3.735567,-4.634508,-2.741884,0.6203219
14868,0.6847541,2.977403,-3.1903806,-2.1740673
14869,2.9207788,4.6419687,3.3268092,-0.7946457
14870,4.1989064,-4.0419197,4.117896,0.48130623
14871,3.5500357,-2.343949,-0.87927115,0.33013037
14872,2.0796635,4.2460365,-0.6868268,-1.020847
14873,3.0877128,-4.0518923,1.0233936,0.6561316
14874,3.657333,1.003215,4.143625,-0.13715117
14875,2.5448668,-3.4830906,-1.994267,0.6843365
14876,4.01578,3.337018,-1.4240358,-0.41548812
14877,4.5640726,1.762248,-0.7362821,-0.19305654
14878,4.059611,-1.9825848,-4.8702774,0.2441841
14879,2.8071444,-1.3459576,-1.76028,0.23973785
14880,4.3576713,-3.6172817,-1.4068246,0.4150476
14881,0.033274144,0.12819773,3.2214837,-1.9263867
14882,4.862984,3.3664353,-1.4293984,-0.34612852
14883,2.2148705,0.8924919,0.4273038,-0.20147721
14884,3.430367,2.049758,-3.472813,-0.29876658
14885,3.5390434,2.566629,3.0744839,-0.3626162
14886,2.6654694,-2.0945554,-3.5106316,0.39290553
14887,1.4982753,0.57629687,0.9351575,-0.1923201
14888,0.21371561,-1.8207462,-4.672202,4.2597404
14889,0.7422098,-3.6337826,-2.6606836,2.4479485
14890,0.45631045,-2.2318966,-3.015535,2.44559
14891,4.4943194,1.9013038,-2.9605591,-0.21152298
14892,0.9273733,4.2318683,3.8106108,-2.2816424
14893,1.5869856,-1.2106894,4.427142,0.38144308
14894,0.4567789,-4.3588877,-1.760254,4.771332
14895,4.0344715,-4.187119,-3.226755,0.5189179
14896,1.0670124,2.9125063,1.0622442,-1.364795
14897,4.138889,4.2552247,3.2801487,-0.51405394
14898,1.8176421,-4.899046,-3.8010902,1.3476377
14899,2.375025,1.3521868,2.51284,-0.2846679
14900,3.7551875,0.35864842,1.5584493,-0.04775373
14901,4.9968414,2.233277,-2.3252482,-0.22346888
14902,1.582305,-3.3861022,-2.8193269,1.0699904
14903,0.7802675,-3.7342684,4.320174,2.3929412
14904,2.6600893,1.0688404,3.741301,-0.20090312
14905,1.8796899,0.04022751,3.2110445,-0.01070057
14906,2.1199207,3.3221529,3.8337562,-0.7835559
14907,3.488433,-4.6915164,1.3665135,0.672439
14908,1.8963858,3.5466542,3.4290001,-0.93510884
14909,1.7718774,0.81631744,-4.535755,-0.23035382
14910,1.4024287,-0.6916163,-2.8397808,0.24657807
14911,3.2531247,-4.3112926,2.187628,0.66263866
14912,3.9479256,4.814324,-3.7222598,-0.60972834
14913,4.1719465,0.40723097,4.612207,-0.04880587
14914,0.10911803,-3.3924587,3.3401937,15.544905
14915,3.1044867,2.3094254,-2.1131873,-0.37194964
14916,0.06557622,-0.89010656,-0.44547644,6.7868094
14917,0.44141704,-4.8066764,-2.9602208,5.4445977
14918,3.62576,1.6633867,-2.1988056,-0.22938456
14919,1.467047,3.0279703,-0.97317266,-1.0319949
14920,3.6466947,-4.293146,-3.5097709,0.58863527
14921,2.715336,-1.0891688,-4.290578,0.20055874
14922,4.5022097,0.71400315,3.5948384,-0.07929475
14923,4.367264,2.7906208,-1.970049,-0.31949306
14924,2.6694348,-4.796879,0.65975237,0.89848214
14925,2.0915048,2.6066847,-3.9389582,-0.6231601
14926,0.35123196,2.6643262,-2.472786,-3.79283
14927,2.052869,-4.1025443,1.227667,0.9992221
14928,1.8205366,-4.8410993,3.457889,1.3295803
14929,3.8194482,-4.9753337,0.26674503,0.65131575
14930,1.3941491,1.3968592,-3.4475627,-0.5009719
14931,3.172215,-4.8201027,-0.871797,0.7597377
14932,4.432514,1.212453,3.5796766,-0.13676809
14933,0.31829706,-1.3136817,-4.76958,2.0636096
14934,1.2619243,0.43121287,0.208976,-0.1708553
14935,4.882461,1.8321543,1.8267429,-0.1876261
14936,4.0688896,1.5486654,-3.9963813,-0.19030565
14937,0.4274985,-3.451038,-0.6646714,4.0363154
14938,0.10843871,1.1369427,3.7953296,-5.242329
14939,1.045926,1.8426192,3.9602032,-0.88085544
14940,1.5821183,-4.7796736,-3.2128227,1.5105298
14941,4.006375,3.9232187,2.3922815,-0.48962206
14942,4.2781863,-3.0522425,-3.5354722,0.35672155
14943,2.7176805,3.260998,-1.2211547,-0.5999598
14944,3.2779114,0.9707569,-3.3281853,-0.14807552
14945,4.510736,4.091853,1.2954721,-0.45356822
14946,2.9959488,-2.2645278,4.7073445,0.37793168
14947,1.7662461,-1.7835611,-3.5734336,0.50490165
14948,3.7404184,3.891451,0.42767456,-0.5201893
14949,4.561639,-4.9961863,-1.5098573,0.5476306
14950,2.715227,4.3618636,-2.8847365,-0.80322266
14951,4.173873,-2.696496,-1.5671859,0.32302085
14952,2.4796386,-1.7480553,-0.93756855,0.35248187
14953,3.032117,-2.6234047,-1.825367,0.43260282
14954,4.2599254,3.5609574,1.7404127,-0.41796008
14955,3.2723072,-2.2769718,-3.1704865,0.34791535
14956,3.341474,-1.2757206,2.0263724,0.1908919
14957,4.8291345,4.4803543,0.9327145,-0.46388796
14958,2.8284407,2.6308258,-3.4601634,-0.46506643
14959,1.6745071,0.12737605,-3.8077676,-0.038033895
14960,4.7703166,-0.23204184,1.8121526,0.02432143
14961,1.7726258,2.151724,4.765983,-0.60693127
14962,0.37707272,-2.9321282,-1.5978026,3.888014
14963,4.685035,4.8558044,0.9282788,-0.51822495
14964,4.877059,-3.4506156,-1.8876902,0.35375988
14965,2.8224645,1.1242541,0.68534636,-0.1991618
14966,4.7474627,-0.92553866,3.2002897,0.09747719
14967,1.7991121,-0.34394485,1.1240594,0.09558739
14968,1.5593914,4.5650573,-0.19498608,-1.4637305
14969,2.073776,-3.914235,0.34279367,0.9437459
14970,4.9379067,-2.8911486,4.3794274,0.29275042
14971,3.7802494,1.497827,2.440782,-0.1981122
14972,4.2653584,-4.0272784,-2.1404822,0.47209144
14973,2.3768237,-0.928088,0.7408657,0.19523703
14974,2.3963423,-2.5351808,0.04412657,0.5289689
14975,2.7166076,-4.844184,-4.915245,0.891587
14976,2.1813443,3.2222686,-0.80697805,-0.7385969
14977,0.25925058,0.43642783,4.048158,-0.8417104
14978,4.219275,0.66315216,-0.5797567,-0.078586034
14979,2.1056528,2.3243532,0.036309697,-0.55193174
14980,0.92720133,-0.39021942,1.2835783,0.21042864
14981,2.2168255,0.42230338,-0.7137268,-0.09524958
14982,0.2907335,4.6136475,-2.2409363,-7.934497
14983,1.0231873,0.7295982,4.6415315,-0.3565321
14984,0.45632106,-3.2313697,-2.2198603,3.5406756
14985,3.8132048,-3.4837377,1.0601116,0.4567992
14986,3.2682188,-4.173536,-2.2967606,0.63850313
14987,4.5079536,-3.4997866,1.6042577,0.3881791
14988,3.2931662,4.115754,2.9751523,-0.6248931
14989,1.81234,-1.7287602,-1.142128,0.4769415
14990,1.3108146,2.7680383,0.9104128,-1.0558466
14991,3.1913047,2.5346446,-3.7566674,-0.39711732
14992,2.4143238,2.9214876,2.243553,-0.60503227
14993,2.2236404,-0.26936767,-2.4799922,0.06056907
14994,3.8594022,-0.40229896,-4.781165,0.052119333
14995,4.2276382,-0.26298815,1.0954705,0.031103434
14996,2.0537653,-4.225169,-1.4047077,1.0286397
14997,0.9768243,3.094283,1.1934861,-1.5838484
14998,4.266252,2.8033943,-3.5723877,-0.32855472
14999,3.7366083,4.02177,-1.7165426,-0.5381578
15000,1.379784,1.9717331,-1.5988939,-0.71450794
15001,0.7926791,-0.57811606,-0.5246441,0.36465958
15002,3.4590135,-3.5037289,-4.53019,0.5064636
15003,4.4645777,3.958925,1.9215387,-0.44337058
15004,1.0554509,0.48127943,2.2330933,-0.22799708
15005,2.5719612,1.7402478,2.8262825,-0.33831146
15006,0.9956068,-0.01771645,1.8731489,0.008897313
15007,3.347092,-3.9598076,0.71516204,0.59152955
15008,2.103606,-4.752955,1.4765214,1.129716
15009,4.7894964,0.7691372,0.025024895,-0.08029417
15010,3.2670698,-3.1683095,-3.1835346,0.48488548
15011,1.2983736,3.2918656,1.1797246,-1.2676882
15012,3.955433,-2.0198283,1.1995384,0.2553233
15013,0.8830429,2.9744399,0.44567817,-1.684199
15014,0.4784188,3.9474149,3.4882283,-4.12548
15015,4.606298,3.8979774,3.283248,-0.42311388
15016,4.868002,4.0019145,-0.9812963,-0.4110428
15017,3.1776502,1.0992728,-4.389228,-0.17296945
15018,4.9407396,2.082863,3.1518772,-0.21078454
15019,0.6282621,1.5622768,-1.4531382,-1.243332
15020,2.792081,-2.6430042,2.884336,0.47330362
15021,3.6760433,0.99276704,-4.896771,-0.13503201
15022,4.7747445,3.9367213,-3.8302135,-0.41224417
15023,2.092756,-0.7406467,2.276675,0.17695487
15024,2.7707312,0.32054874,-4.618807,-0.057845514
15025,4.3715,-4.7520676,4.208388,0.54352826
15026,2.79058,-2.6878316,-1.8272237,0.48159015
15027,2.6676462,-0.19161013,-0.2273837,0.03591371
15028,4.3563633,3.5425835,1.9642948,-0.40659872
15029,3.88041,2.2157354,-4.3663173,-0.28550276
15030,2.992984,-0.27474478,0.5884722,0.045898136
15031,1.7997116,-3.3841217,-2.9235635,0.9401845
15032,4.6395035,3.5728874,1.8947359,-0.38505062
15033,1.9857818,0.8108257,1.3652002,-0.20415781
15034,2.945778,-3.4320936,-2.3839965,0.5825445
15035,3.6110802,-2.7094624,2.017979,0.37515953
15036,3.121781,-2.8930624,3.10559,0.46336725
15037,3.8228216,2.6809604,-3.3440912,-0.35065207
15038,4.073698,-1.0739408,-0.9221362,0.13181399
15039,1.6039045,1.4421545,2.908988,-0.4495762
15040,4.993784,-3.077956,4.6672654,0.30817872
15041,2.3753154,-2.6848803,-4.2187295,0.56516296
15042,1.2515709,3.576086,-4.4962554,-1.4286389
15043,1.508876,-1.3856032,-0.4996884,0.45915076
15044,1.6861187,1.8860617,4.280922,-0.5592909
15045,0.5148082,2.6685483,-0.15441357,-2.591789
15046,3.0475702,4.6205797,2.1805606,-0.758076
15047,1.9165744,-1.8182095,-1.0929731,0.47433838
15048,3.9833415,4.985201,-3.7254214,-0.62575614
15049,0.045441624,-0.80193496,-1.603162,8.823792
15050,0.3982981,-2.2940137,4.6795993,2.8797698
15051,2.0783715,0.82453394,0.68204004,-0.19836056
15052,3.5433047,2.854001,0.17129612,-0.40273154
15053,3.0330777,3.5788348,-0.16570346,-0.58996755
15054,4.3428907,0.10026405,3.1924152,-0.011543469
15055,1.5115196,-0.029678276,4.747915,0.009817364
15056,4.7734823,-2.05895,3.3793938,0.2156654
15057,4.5534205,-4.069316,4.247614,0.4468416
15058,4.348859,4.518975,2.6900723,-0.51955867
15059,2.9370475,-3.3038843,1.7196026,0.56244993
15060,0.6397368,4.272191,-0.34915066,-3.3390226
15061,0.6330915,3.6167314,1.5881767,-2.856405
15062,3.0849073,2.5328412,1.7299916,-0.41052145
15063,0.44824967,-1.4306055,2.1951551,1.5957687
15064,2.619147,0.2956267,1.0621918,-0.05643568
15065,0.05656727,-3.9836233,-2.075062,35.21138
15066,1.8937411,2.5460188,-3.0368774,-0.6722194
15067,4.263005,1.8063247,0.32657775,-0.21186051
15068,1.2363554,-2.3596687,-2.9661465,0.95428413
15069,4.4922175,-1.3257141,-0.8741017,0.14755677
15070,4.3918533,-1.8501734,-0.24116586,0.21063697
15071,2.3569486,3.7542348,1.1360192,-0.7964184
15072,4.8739123,2.3679533,-1.8919209,-0.2429212
15073,3.829066,-1.3889213,0.9635282,0.18136553
15074,4.344384,1.1178339,0.94298965,-0.12865274
15075,1.2366974,-2.028915,-0.163284,0.8202956
15076,0.38731164,-4.0158305,2.3189712,5.184237
15077,0.64106375,-4.9531884,-0.3992932,3.8632572
15078,3.4616845,0.36381742,1.8006461,-0.05254919
15079,2.1037028,-4.222964,-4.0117598,1.0036979
15080,3.3484263,2.6613543,1.5448518,-0.39740375
15081,0.13440858,0.51069933,-4.8947597,-1.8998019
15082,1.6022416,3.6146078,-1.2555411,-1.1279845
15083,2.1695955,-4.925194,-0.7247694,1.1350487
15084,4.9414825,3.085536,-0.58400047,-0.31220752
15085,4.295434,0.31134322,-0.88962007,-0.036241185
15086,4.675633,2.7342286,-4.447387,-0.2923913
15087,3.912866,2.0620766,-4.3852077,-0.2634995
15088,0.5494075,-2.4441948,0.07615654,2.2243917
15089,0.3133103,1.8613908,3.534574,-2.970523
15090,4.8861113,0.19430494,-3.9958866,-0.019883394
15091,2.1491003,0.3164717,-2.8343213,-0.07362888
15092,1.2186767,2.9933052,3.3770425,-1.2280965
15093,0.97245497,3.7222292,-4.5283027,-1.9138312
15094,2.1367018,2.1243331,-2.361245,-0.4971057
15095,0.91104615,-2.0355942,0.5005977,1.117174
15096,4.7346625,-3.8106258,4.072592,0.4024179
15097,0.5103485,-0.39235803,-4.2292705,0.38440207
15098,0.22136292,-0.84459686,-0.0018540077,1.9077197
15099,1.9409108,-4.5363264,4.2550664,1.1686077
15100,1.6754329,3.844758,-3.7032237,-1.1473924
15101,2.9635801,4.4370522,0.9173872,-0.7485966
15102,3.4891915,-1.498531,1.2000422,0.214739
15103,0.6137046,-3.0741062,4.68297,2.5045488
15104,0.9741833,-0.69451463,-4.811352,0.35645995
15105,3.1392698,-0.082198866,-0.44811025,0.013092036
15106,4.9316263,0.5506599,-0.07066245,-0.055829443
15107,3.852429,1.8594513,0.58220613,-0.24133493
15108,4.0234942,-0.28580594,-3.9453256,0.035517134
15109,1.8381953,-3.8260195,4.7677436,1.0407
15110,4.1293263,3.2542982,0.7806851,-0.39404714
15111,2.087014,0.63306874,4.849355,-0.15166853
15112,3.3623164,-0.4253694,-2.3334286,0.063255414
15113,4.900478,0.8721381,-4.8823543,-0.088985
15114,1.5533392,-3.078721,4.288465,0.9910008
15115,4.668998,4.1661434,4.6186213,-0.44614965
15116,3.0001328,3.712341,4.2188973,-0.6186961
15117,3.2204905,-0.18665475,-1.1917869,0.028979244
15118,1.9496821,4.586129,-0.6979036,-1.1761223
15119,4.1073694,-1.4750863,3.597556,0.17956582
15120,4.697746,-3.438315,1.7603426,0.3659537
15121,2.8392248,-4.0705876,-3.8903532,0.7168484
15122,1.8363944,-4.6137023,2.5124,1.256185
15123,3.8933988,4.369728,-4.0534587,-0.5611714
15124,1.1918603,0.13180086,0.22966626,-0.055292077
15125,1.3096923,4.9589705,4.9695063,-1.8931817
15126,1.9713362,-2.7610881,-1.1220952,0.7003088
15127,1.6232964,-1.145035,0.32737547,0.35268822
15128,0.29662463,4.5259657,-2.8984776,-7.6291127
15129,2.9551065,1.37946,-2.5431576,-0.23340276
15130,4.331374,0.33906424,1.0473368,-0.039140493
15131,1.234443,-3.0385532,1.7185118,1.2307386
15132,3.0769007,-2.982267,4.994836,0.4846219
15133,1.9968363,1.0692014,-2.1351292,-0.26772383
15134,2.4111438,1.1772848,0.44706982,-0.24413411
15135,0.5523919,4.9903455,1.9912022,-4.517034
15136,0.665275,-0.8062848,-0.5295082,0.6059786
15137,3.5240755,2.8279598,4.258778,-0.4012343
15138,1.8749902,-0.7282153,-2.2898843,0.19419175
15139,2.902433,-4.4906363,-2.225545,0.77359855
15140,2.3215637,-3.398821,0.43069482,0.7320112
15141,2.1286302,4.6090136,4.079943,-1.0826243
15142,0.78143406,-3.7389846,0.02558297,2.3923864
15143,2.0205202,-3.1122026,-4.3209686,0.7701489
15144,1.7659805,-0.3575514,-0.1426326,0.10123312
15145,0.62686276,-0.8578978,3.405008,0.6842788
15146,3.093807,1.4641585,-4.8594546,-0.23662731
15147,2.411443,-3.4209652,3.4250338,0.7093191
15148,4.930485,-0.49410018,1.8963797,0.050106652
15149,2.0799885,-1.2250557,1.8429543,0.29448617
15150,2.0202477,-3.7506275,-2.8588037,0.9282593
15151,0.34296855,-1.6518496,2.4912043,2.4081647
15152,1.5761193,0.25146878,0.558923,-0.07977466
15153,1.1699228,-3.9744294,4.937563,1.6985861
15154,2.8505049,-3.618384,-1.533472,0.6346917
15155,3.1561458,0.16828786,3.9364026,-0.026660344
15156,4.509646,-3.079549,0.3661365,0.34144023
15157,3.5443623,-0.5439261,1.0598927,0.07673116
15158,2.1536822,3.3476098,-1.9985555,-0.7771828
15159,2.9318874,-0.9996801,0.46919715,0.17048405
15160,1.4953904,0.35352954,0.7451473,-0.11820644
15161,4.2266426,3.1308603,-2.278454,-0.37037203
15162,3.3386018,1.925393,2.4361527,-0.2883532
15163,1.1453568,0.20924872,-1.446224,-0.091346525
15164,0.23594084,-4.314238,2.411323,9.142627
15165,1.1258378,-4.955756,4.657653,2.2009194
15166,1.3372366,-1.9330487,-2.9912162,0.72277737
15167,3.7762706,2.553025,3.3482785,-0.33803523
15168,2.6711595,-4.203191,3.029021,0.7867727
15169,3.9037187,1.8565717,3.5826473,-0.23779526
15170,2.4321547,-3.6464732,-3.5033693,0.74963844
15171,4.949379,-3.4236994,0.046301443,0.3458716
15172,4.912187,2.8174672,-4.6184106,-0.28678337
15173,3.7532332,-0.2428359,-1.7733389,0.032350227
15174,0.051078346,2.367425,0.7529054,-23.17445
15175,4.8742228,-1.0703958,4.827676,0.10980169
15176,4.3269625,4.3546543,0.49967858,-0.50319993
15177,3.492641,3.8696406,4.5462337,-0.5539706
15178,3.2284012,-1.389862,4.6526246,0.21525547
15179,3.876418,-2.172111,2.6572833,0.28016987
15180,2.6466298,4.0081334,-3.4252467,-0.7572146
15181,2.347926,2.3814974,3.8190753,-0.5071492
15182,1.4490134,2.7108843,-4.472652,-0.93542427
15183,1.456264,3.1205163,-1.8785015,-1.0714116
15184,1.6217206,2.005199,-4.752012,-0.618232
15185,4.608975,4.8622727,-0.65290797,-0.52747875
15186,3.5543444,-2.3954744,4.569059,0.3369784
15187,1.6977034,-1.724404,-3.923275,0.50786376
15188,2.526628,-1.0859766,2.662077,0.21490632
15189,4.4857125,3.7455864,4.6878977,-0.41750184
15190,4.2289596,-0.3527219,1.0767834,0.041703153
15191,4.834092,0.36577606,-4.5854874,-0.037832964
15192,4.4594965,4.578299,-3.4996889,-0.5133202
15193,3.8621063,2.5431957,0.88348293,-0.32924983
15194,4.5120835,-4.4963055,-0.6020228,0.4982516
15195,1.7636145,-3.6135285,0.6629904,1.0244666
15196,4.7447996,4.1489725,-1.6892203,-0.43721262
15197,0.19234876,-2.0868988,2.8772216,5.4247785
15198,0.92693037,-2.3215537,1.1077433,1.2522805
15199,2.768652,-0.18144628,4.485315,0.03276798
15200,0.54376286,1.637024,-2.719499,-1.5052739
15201,4.6754785,2.7748716,-1.5684689,-0.29674733
15202,0.97336173,0.27024814,-2.3227515,-0.13882205
15203,3.7726698,-2.000907,2.2960167,0.2651845
15204,4.8986807,3.1499853,-3.0287023,-0.32151362
15205,4.3133974,-4.1504264,3.0103052,0.48110875
15206,0.31273717,-3.2135477,4.8413563,5.1377773
15207,0.7386618,2.5646043,-3.7507617,-1.73598
15208,1.5263302,-4.773735,1.7246366,1.563795
15209,3.8061676,-1.9125714,0.96251786,0.25124633
15210,1.72337,0.20608391,4.5981646,-0.059790965
15211,3.9112844,-4.029071,3.3796687,0.51505727
15212,3.7244556,-1.294451,-3.254247,0.17377722
15213,0.9610559,4.9319844,-1.992146,-2.5659196
15214,2.261392,-4.697322,2.1835208,1.0385907
15215,0.2422358,-3.6749563,3.3703337,7.5854936
15216,2.1734004,3.4503798,1.5488656,-0.79377455
15217,1.3231289,-4.3062754,-4.5235705,1.6273075
15218,0.26352194,1.6366518,-4.2657776,-3.1053424
15219,4.098371,3.6561186,2.1093974,-0.4460453
15220,4.671832,1.3055483,2.0541003,-0.13972552
15221,2.1711137,1.3547369,-2.8240426,-0.31199124
15222,4.1100287,-2.4430723,1.7923915,0.29720867
15223,4.7210717,-4.1044674,3.5723817,0.4346966
15224,1.9595019,4.037535,-4.40246,-1.0302453
15225,0.79213125,0.22793055,1.2044945,-0.14387171
15226,2.9888928,-0.85909563,3.6536634,0.1437147
15227,4.679373,-3.575845,-4.2547965,0.38208592
15228,1.8946663,-3.919078,-3.7399597,1.0342398
15229,0.0965885,-1.1051819,0.50524163,5.721084
15230,0.63572687,-3.194102,2.4421806,2.5121653
15231,3.502373,0.101062566,-2.6655157,-0.014427728
15232,3.5004134,-1.9338404,4.469105,0.27623028
15233,2.969632,-3.8685796,3.7077532,0.65135676
15234,0.14845453,-0.59970546,-1.3365937,2.0198286
15235,2.8973553,-3.955287,0.74532074,0.6825685
15236,1.1687906,1.5088205,4.98197,-0.64546233
15237,2.6362445,-1.3252587,3.9167097,0.2513535
15238,0.31224418,3.2152534,2.0740952,-5.14862
